,mean_inoculum_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
267,3.0,0.8495575221238938,10999,6,0.4053868438444441,40221,0.486,0.4403292181069959,0.214
268,2.0,0.7756024096385542,10675,6,0.49177777753401825,38567,0.486,0.3868312757201646,0.188
269,1.0,0.7670068027210885,10511,6,0.5550913807255811,40194,0.474,0.4219409282700422,0.19999999999999998
270,10.0,0.924260834345889,11481,4,0.2145228661607377,43576,0.492,0.23983739837398374,0.118
271,9.0,0.9150428682774747,11303,4,0.22023026396766088,41919,0.54,0.1925925925925926,0.10400000000000001
272,8.0,0.9083932853717026,11195,4,0.24229956548026663,41221,0.504,0.24206349206349206,0.122
273,7.0,0.8932686476652517,11272,4,0.270233148040504,41535,0.472,0.2542372881355932,0.11999999999999998
274,6.0,0.8945916114790287,11261,5,0.2700611885702719,40393,0.538,0.2899628252788104,0.156
275,5.0,0.8399653979238755,10903,4,0.31360985685441467,38812,0.522,0.29118773946360155,0.15200000000000002
276,4.0,0.8375927452596867,10844,5,0.3647560500881622,38870,0.524,0.2480916030534351,0.13
277,3.0,0.8237623762376237,10704,6,0.40706182194996876,38421,0.538,0.3382899628252788,0.182
278,2.0,0.7948717948717948,10786,5,0.4845996996539285,39851,0.486,0.4074074074074074,0.19799999999999998
279,1.0,0.7924836601307189,10689,6,0.5543295318186457,41470,0.516,0.5077519379844961,0.262
280,10.0,0.926906779661017,11472,5,0.20905383570500438,43177,0.51,0.18823529411764706,0.096
281,9.0,0.9209261686325907,11638,5,0.22104979418507456,43539,0.5,0.276,0.138
282,8.0,0.91971454058876,11212,4,0.24236391644495875,41364,0.498,0.27710843373493976,0.138
283,7.0,0.9029395452024404,11229,4,0.2502218387831635,41283,0.468,0.25213675213675213,0.11800000000000001
284,6.0,0.8978145304193739,11188,4,0.2809588431038976,40640,0.468,0.2606837606837607,0.12200000000000001
285,5.0,0.8838383838383839,11160,4,0.3157929304608111,40632,0.516,0.2868217054263566,0.14800000000000002
286,4.0,0.8471153846153846,11137,5,0.3522860478911021,40319,0.488,0.3483606557377049,0.16999999999999998
287,3.0,0.7795527156549521,10625,5,0.4142326610380623,38392,0.51,0.18823529411764706,0.096
288,2.0,0.7769130998702983,10703,5,0.47316592269429397,39683,0.524,0.3435114503816794,0.18000000000000002
289,1.0,0.6897810218978102,10388,6,0.5242413382699654,38364,0.498,0.3172690763052209,0.158
290,10.0,0.9429840799703814,11228,4,0.21411463199094233,42342,0.478,0.35564853556485354,0.16999999999999998
291,9.0,0.9241846675137654,11210,4,0.22828802338933715,41753,0.468,0.23504273504273504,0.11
292,8.0,0.912888436067244,11532,4,0.23118354013245684,42821,0.456,0.25,0.114
293,7.0,0.8898582333696837,11072,4,0.2678634927531616,40933,0.508,0.2047244094488189,0.104
294,6.0,0.8914675767918089,11201,4,0.28179608965079506,40910,0.466,0.31759656652360513,0.148
295,5.0,0.8571428571428571,10981,5,0.31691862460712644,40016,0.442,0.2398190045248869,0.10600000000000001
296,4.0,0.8440748440748441,11158,5,0.3662389312905239,40808,0.448,0.33035714285714285,0.148
297,3.0,0.8077731092436975,11014,5,0.4049585322330571,40001,0.526,0.3041825095057034,0.16
298,2.0,0.7967257844474761,10658,6,0.4598475395007739,38123,0.528,0.4356060606060606,0.23
299,1.0,0.6875,10674,7,0.5441071306759346,41754,0.456,0.27631578947368424,0.12600000000000003
300,10.0,0.9219301686936053,11067,4,0.21545185783603193,41342,0.492,0.1910569105691057,0.094
301,9.0,0.9307798800184587,11371,4,0.23073338618163683,42620,0.464,0.35344827586206895,0.164
302,8.0,0.9106786427145709,11266,4,0.23975621834117752,41756,0.492,0.27235772357723576,0.13399999999999998
303,7.0,0.8927628103539356,11031,6,0.2677290537004602,40543,0.516,0.2131782945736434,0.11
304,6.0,0.8809801633605601,11295,4,0.28965423829251385,41362,0.536,0.23880597014925373,0.128
305,5.0,0.8673544583640383,10888,4,0.30400872742899315,38896,0.472,0.23728813559322035,0.112
306,4.0,0.8365296803652968,10999,5,0.36080731735681437,40027,0.534,0.3295880149812734,0.176
307,3.0,0.8124318429661941,10805,6,0.42272420454221826,40456,0.504,0.31746031746031744,0.16
308,2.0,0.7679882525697503,10710,5,0.4645284693398057,39002,0.484,0.34710743801652894,0.168
309,1.0,0.7182539682539683,10539,6,0.5399637226874987,40143,0.466,0.3905579399141631,0.18200000000000002
310,10.0,0.9303423848878394,11258,4,0.21445301516860588,42227,0.482,0.26556016597510373,0.128
311,9.0,0.9148623853211009,11370,4,0.2225581600425134,41951,0.546,0.15018315018315018,0.082
312,8.0,0.9098228663446055,10917,4,0.24471039144539353,40174,0.438,0.2328767123287671,0.102
313,7.0,0.9228325011348162,11513,4,0.26459965207326197,42320,0.532,0.3609022556390977,0.192
314,6.0,0.8853932584269663,11133,4,0.30403397142713734,41321,0.5,0.184,0.092
315,5.0,0.8625377643504532,11142,4,0.3067457927381911,40192,0.474,0.2320675105485232,0.10999999999999999
316,4.0,0.8362512873326468,10862,4,0.34218998452014854,38868,0.444,0.28378378378378377,0.126
317,3.0,0.7951273532668881,10871,5,0.41507038484221526,39290,0.518,0.2857142857142857,0.148
318,2.0,0.7827763496143959,10603,6,0.44836543185515415,38127,0.514,0.3424124513618677,0.17600000000000002
319,1.0,0.6868852459016394,10474,6,0.5593124945740691,40448,0.514,0.25680933852140075,0.13199999999999998
