,mean_inoculum_host,mean_inoculum_vector,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
3519,2.8947368421052637,1.0,0.37735849056603776,886,4,0.4034007816600339,2224,0.168,0.21428571428571427,0.036
3520,2.421052631578948,10.0,1.0,961,6,1.2529114118682738,6086,0.228,1.0,0.228
3521,2.421052631578948,9.526315789473685,1.0,863,6,1.3343251397413158,5875,0.196,1.0,0.196
3522,2.421052631578948,9.052631578947368,1.0,921,7,2.14692994090123,9459,0.216,1.0,0.216
3523,2.421052631578948,8.578947368421053,1.0,971,6,0.9132716969245079,6349,0.264,1.0,0.264
3524,2.421052631578948,8.105263157894736,1.0,843,6,1.1158785842237167,6573,0.136,1.0,0.136
3525,2.421052631578948,7.631578947368421,1.0,932,5,0.7862216563208015,4401,0.148,1.0,0.148
3526,2.421052631578948,7.157894736842105,1.0,913,6,0.8895700295956304,5519,0.16,1.0,0.16
3527,2.421052631578948,6.684210526315789,0.9436619718309859,888,5,0.7281965242269297,3613,0.176,0.9090909090909091,0.15999999999999998
3528,2.421052631578948,6.210526315789474,1.0,782,7,1.591845945539341,6018,0.168,1.0,0.168
3529,2.421052631578948,5.736842105263158,0.696078431372549,887,6,1.1353726443212684,4795,0.228,0.45614035087719296,0.104
3530,2.421052631578948,5.2631578947368425,0.7634408602150538,836,5,0.7374072823424372,3877,0.204,0.5686274509803921,0.11599999999999999
3531,2.421052631578948,4.7894736842105265,1.0,876,6,1.020749932236609,6699,0.204,1.0,0.204
