,pop_size_host:my_population,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
338,200,0.819672131147541,4203,7,0.6184323095186703,15979,0.445,0.6292134831460674,0.27999999999999997
339,300,0.6526946107784432,6501,6,0.5333715416943534,24066,0.52,0.2564102564102564,0.13333333333333333
340,400,,2,1,0.25,1,0.0,,
341,500,0.7833876221498371,10126,6,0.584083955161216,39794,0.488,0.45491803278688525,0.222
342,5,,11,1,0.08264462809917354,10,0.0,,
343,10,,27,4,0.7599451303155007,89,0.0,,
344,15,,130,5,0.7162130177514793,804,0.0,,
345,20,,7,2,0.2857142857142857,9,0.0,,
346,25,1.0,530,6,0.8817230331078675,5742,0.24,1.0,0.24
347,30,1.0,715,7,1.5028881607902584,5882,0.4,1.0,0.4
348,35,1.0,802,5,0.6779062319264184,3688,0.6285714285714286,1.0,0.6285714285714286
349,40,1.0,897,6,1.2562449587315079,8838,0.45,1.0,0.45
350,45,1.0,1040,5,0.5106647559171597,7989,0.5333333333333333,1.0,0.5333333333333333
351,50,1.0,1057,5,0.8646971266029327,6418,0.54,1.0,0.54
352,60,1.0,1326,7,1.5578350611621836,15054,0.48333333333333334,1.0,0.48333333333333334
353,70,0.7126436781609196,1560,4,0.5357971729125577,5502,0.5285714285714286,0.32432432432432434,0.17142857142857143
354,80,1.0,1830,7,0.6474905192749859,9569,0.375,1.0,0.375
355,90,0.7181818181818181,2005,6,0.5872739597390564,7176,0.5444444444444444,0.3673469387755102,0.19999999999999998
356,100,0.7777777777777778,2087,5,0.5370425769859233,7386,0.55,0.5272727272727272,0.29
357,200,0.7752808988764045,4369,5,0.5616141858820239,17382,0.395,0.4936708860759494,0.195
358,300,0.6827794561933535,6251,5,0.5371472671235505,22114,0.5033333333333333,0.304635761589404,0.15333333333333332
359,400,0.7589641434262948,8384,6,0.5170548750619137,30046,0.52,0.4182692307692308,0.21750000000000003
360,500,0.6860902255639098,10660,6,0.558035501198568,41909,0.474,0.29535864978902954,0.13999999999999999
361,5,,4,2,0.5,6,0.0,,
362,10,,46,6,2.8908317580340266,553,0.0,,
363,15,,22,3,0.5041322314049587,52,0.0,,
364,20,,1,0,0.0,0,0.0,,
365,25,,35,5,1.1869387755102039,141,0.0,,
366,30,,541,8,2.2160509223352385,6680,0.0,,
367,35,1.0,804,5,1.0601965297888667,5768,0.6,1.0,0.6
368,40,1.0,916,6,0.8150528689384261,6709,0.5,1.0,0.5
369,45,1.0,920,7,0.8873298676748581,11684,0.4,1.0,0.4
370,50,1.0,1173,5,0.750902117769158,5513,0.5,1.0,0.5
371,60,0.6153846153846154,1351,5,0.6149788434260117,5216,0.4,0.16666666666666666,0.06666666666666667
372,70,1.0,1579,5,0.5399630440859909,10041,0.5285714285714286,1.0,0.5285714285714286
373,80,0.7777777777777778,1710,5,0.6397595841455491,6703,0.4,0.4375,0.17500000000000002
374,90,0.8,1931,6,0.6112545159102447,6837,0.5,0.4888888888888889,0.24444444444444444
375,100,,3,1,0.22222222222222224,2,0.0,,
376,200,0.7380073800738007,4295,6,0.5786719538787419,16104,0.57,0.37719298245614036,0.215
377,300,0.6433333333333333,6564,6,0.5670778805301832,24102,0.44666666666666666,0.20149253731343283,0.09
378,400,,10,2,0.29000000000000004,15,0.0,,
379,500,0.7235387045813586,10243,5,0.5260861447571833,39233,0.508,0.3110236220472441,0.158
380,5,,9,2,0.3209876543209877,14,0.0,,
381,10,,6,2,0.3333333333333333,8,0.0,,
382,15,,77,7,2.0276606510372743,779,0.0,,
383,20,,91,3,0.4207221350078493,224,0.0,,
384,25,,426,6,0.9095197161057109,4832,0.0,,
385,30,1.0,613,12,6.0252069755621145,23099,0.5,1.0,0.5
386,35,1.0,710,8,2.421473913905971,10699,0.4,1.0,0.4
387,40,1.0,848,5,0.6447134211463155,6720,0.35,1.0,0.35
388,45,1.0,972,6,1.3642853816322038,7927,0.4,1.0,0.4
389,50,0.7391304347826086,1081,5,0.4976034627203886,3180,0.54,0.5555555555555556,0.30000000000000004
390,60,1.0,1354,6,0.706331041675303,7728,0.45,1.0,0.45
391,70,1.0,1664,5,0.7079269138313611,6630,0.44285714285714284,1.0,0.44285714285714284
392,80,0.8313253012048193,1921,5,0.5738877216962254,7320,0.4375,0.6,0.2625
393,90,1.0,2024,6,0.7369813229389616,15276,0.5222222222222223,1.0,0.5222222222222223
394,100,1.0,2153,6,0.7016101491799321,12667,0.47,1.0,0.47
395,200,0.7446808510638298,4478,5,0.5518085938879193,16461,0.43,0.4418604651162791,0.19
396,300,0.6972477064220184,6401,5,0.5677277958126417,24634,0.4866666666666667,0.3219178082191781,0.15666666666666668
397,400,0.6864035087719298,8292,6,0.5364724809294331,31388,0.49,0.27040816326530615,0.1325
398,500,0.7207357859531772,10069,6,0.5472219833905807,37399,0.47,0.28936170212765955,0.13599999999999998
399,5,,3,1,0.22222222222222224,2,0.0,,
400,10,,11,4,0.9917355371900828,51,0.0,,
401,15,,3,1,0.22222222222222224,2,0.0,,
402,20,,12,3,0.5208333333333334,25,0.0,,
403,25,1.0,510,14,16.031714725105726,25835,0.36,1.0,0.36
404,30,1.0,659,5,1.0058142078515984,3893,0.3333333333333333,1.0,0.3333333333333333
405,35,1.0,753,5,0.7921920110615528,3685,0.37142857142857144,1.0,0.37142857142857144
406,40,0.66,855,5,0.4493963954721111,2644,0.5,0.15,0.075
407,45,0.6595744680851063,1023,5,0.49004279862287614,3280,0.4444444444444444,0.2,0.08888888888888889
408,50,1.0,1148,6,1.0471658026684798,9316,0.48,1.0,0.48
409,60,1.0,1237,7,1.7878103660445352,14344,0.55,1.0,0.55
410,70,1.0,1536,5,0.7356703016493054,6278,0.4,1.0,0.4
411,80,0.6756756756756757,1760,5,0.6527734375,6655,0.4125,0.2727272727272727,0.11249999999999999
412,90,1.0,2093,5,0.8220480572627482,13565,0.5555555555555556,1.0,0.5555555555555556
413,100,1.0,2333,5,0.6886835281777747,13889,0.55,1.0,0.55
414,200,0.80078125,4433,5,0.5344142624510541,15960,0.505,0.49504950495049505,0.25
415,300,0.7354497354497355,6304,7,0.5549419261237728,23901,0.5466666666666666,0.3902439024390244,0.21333333333333332
416,400,0.7736318407960199,8341,7,0.6464392909584208,34445,0.43,0.47093023255813954,0.20249999999999999
417,500,0.7853577371048253,10330,7,0.5480914993969574,40121,0.532,0.5150375939849624,0.274
418,5,,6,2,0.3333333333333333,8,0.0,,
419,10,,3,1,0.22222222222222224,2,0.0,,
420,15,,15,2,0.2488888888888889,23,0.0,,
421,20,1.0,357,9,4.362545018007204,5754,0.05,0.0,0.0
422,25,1.0,511,9,3.0329157746791715,8953,0.52,1.0,0.52
423,30,,478,7,1.1770977398855063,5108,0.0,,
424,35,1.0,791,8,1.6036766339396593,7561,0.45714285714285713,1.0,0.45714285714285713
425,40,1.0,869,5,1.160618728986269,5630,0.275,1.0,0.275
426,45,1.0,997,7,1.5141231115613643,10009,0.5111111111111111,1.0,0.5111111111111111
427,50,1.0,1108,6,0.6079578777255014,8624,0.54,1.0,0.54
428,60,0.6595744680851063,1282,5,0.5564926341203413,4137,0.36666666666666664,0.2727272727272727,0.09999999999999999
429,70,1.0,1455,6,0.6843471380829229,9011,0.37142857142857144,1.0,0.37142857142857144
430,80,1.0,1773,5,0.5484110374041404,8870,0.55,1.0,0.55
431,90,0.74,1947,5,0.7725100367757911,7821,0.5111111111111111,0.43478260869565216,0.2222222222222222
432,100,0.7142857142857143,2217,5,0.6177556499994201,8845,0.41,0.36585365853658536,0.15
433,200,0.81,4373,5,0.5350007313133744,16604,0.415,0.5421686746987951,0.22499999999999998
434,300,0.8184281842818428,6515,5,0.5379282593036083,25102,0.49666666666666665,0.5503355704697986,0.2733333333333333
435,400,1.0,8755,6,0.4587838033973245,61738,0.535,1.0,0.535
436,500,0.6937984496124031,10050,7,0.5303314373406599,36881,0.458,0.31004366812227074,0.14200000000000002
437,5,,8,2,0.4375,16,0.0,,
438,10,,31,3,0.44328824141519246,82,0.0,,
439,15,,21,3,0.585034013605442,74,0.0,,
440,20,,271,7,1.9830612328263504,3382,0.0,,
441,25,,466,5,0.9847528965352096,2351,0.0,,
442,30,1.0,587,8,1.7275901198308614,8649,0.7,1.0,0.7
443,35,1.0,776,6,1.2856042087363164,5044,0.34285714285714286,1.0,0.34285714285714286
444,40,1.0,865,4,0.6612396003875841,3636,0.4,1.0,0.4
445,45,,1,0,0.0,0,0.0,,
446,50,1.0,1083,4,0.5428544389110991,4408,0.6,1.0,0.6
447,60,0.7115384615384616,1298,6,0.7240652325136931,5108,0.4,0.375,0.15000000000000002
448,70,0.6764705882352942,1575,5,0.5565952128999748,5543,0.45714285714285713,0.3125,0.14285714285714285
449,80,1.0,1740,5,0.7183062491742636,8146,0.3375,1.0,0.3375
450,90,0.7857142857142857,1883,5,0.5770816334991592,6552,0.2222222222222222,0.55,0.12222222222222223
451,100,0.7051282051282052,2095,5,0.562791508364614,7845,0.33,0.30303030303030304,0.1
452,200,0.8208955223880597,4309,5,0.5762821569603328,17136,0.505,0.5247524752475248,0.265
453,300,0.7884615384615384,6285,6,0.5752863613723372,23585,0.5433333333333333,0.4601226993865031,0.25
454,400,0.8649193548387096,8453,7,0.5327834611318856,32549,0.4625,0.6378378378378379,0.29500000000000004
455,500,0.776049766718507,10314,7,0.5495775578763983,39417,0.534,0.4606741573033708,0.24600000000000002
456,5,,11,2,0.3305785123966942,19,0.0,,
457,10,,7,2,0.2857142857142857,9,0.0,,
458,15,,68,4,0.5700692041522494,204,0.0,,
459,20,,366,6,1.191525575562125,2176,0.0,,
460,25,,4,1,0.1875,3,0.0,,
461,30,1.0,714,8,3.3724234791956005,9298,0.3333333333333333,1.0,0.3333333333333333
462,35,,667,5,0.7152930281485944,2945,0.0,,
463,40,1.0,828,6,0.8486122779994865,4465,0.4,1.0,0.4
464,45,1.0,1010,5,0.6037849230467601,7185,0.6444444444444445,1.0,0.6444444444444445
465,50,1.0,1033,5,0.7291631719566033,5654,0.7,1.0,0.7
466,60,0.6986301369863014,1294,6,0.629042853832574,4952,0.5833333333333334,0.37142857142857144,0.21666666666666667
467,70,0.8351648351648352,1540,5,0.5302120931017035,6065,0.6,0.6428571428571429,0.38571428571428573
468,80,1.0,1724,8,0.5826259952304305,13337,0.6125,1.0,0.6125
469,90,0.7933333333333333,1879,4,0.5094162788003651,6513,0.6,0.42592592592592593,0.25555555555555554
470,100,0.8368421052631579,2226,6,0.5363655370775342,8548,0.5,0.38,0.19
471,200,0.7732919254658385,4466,6,0.6187411118769892,17324,0.59,0.3813559322033898,0.22499999999999998
472,300,,1,0,0.0,0,0.0,,
473,400,0.7410881801125704,8430,6,0.5361778458845365,31015,0.505,0.31683168316831684,0.16
474,500,0.7907692307692308,10313,6,0.5073591053623824,38168,0.524,0.48091603053435117,0.252
475,5,,6,2,0.47222222222222227,11,0.0,,
476,10,,4,1,0.1875,3,0.0,,
477,15,,133,4,0.492961727627339,453,0.0,,
478,20,,140,6,2.1824489795918374,1614,0.0,,
479,25,1.0,499,10,3.148927112742519,13758,0.44,1.0,0.44
480,30,1.0,726,8,1.9365176938430133,12958,0.4,1.0,0.4
481,35,1.0,886,9,2.7751389815999064,11879,0.5714285714285714,1.0,0.5714285714285714
482,40,1.0,925,10,2.5068622352081813,14971,0.475,1.0,0.475
483,45,1.0,965,6,1.3004440387661413,8659,0.5555555555555556,1.0,0.5555555555555556
484,50,1.0,1028,8,1.2947546518493844,12990,0.5,1.0,0.5
485,60,0.8484848484848485,1384,5,0.6196910813926292,4899,0.43333333333333335,0.6153846153846154,0.26666666666666666
486,70,1.0,1599,6,0.6089625277837423,6179,0.34285714285714286,1.0,0.34285714285714286
487,80,0.8252427184466019,1803,6,0.7170381280475105,7818,0.5375,0.5813953488372093,0.3125
488,90,0.6631578947368421,2017,6,0.7171334189876875,8146,0.5444444444444444,0.3469387755102041,0.18888888888888888
489,100,0.8454545454545455,2219,5,0.598324803953565,8112,0.48,0.6458333333333334,0.31
490,200,,3,1,0.22222222222222224,2,0.0,,
491,300,0.8080808080808081,6356,6,0.5501236226796798,24235,0.43666666666666665,0.5648854961832062,0.24666666666666667
492,400,0.8035398230088495,8348,5,0.5898181156124492,33274,0.555,0.5,0.2775
493,500,0.7266775777414075,10510,6,0.5775138353124792,41592,0.522,0.36015325670498083,0.188
494,5,,7,1,0.12244897959183675,6,0.0,,
495,10,,70,4,1.1553061224489798,373,0.0,,
496,15,,170,5,1.2153633217993078,1074,0.0,,
497,20,,8,1,0.109375,7,0.0,,
498,25,1.0,585,6,0.6694426181605669,3600,0.52,1.0,0.52
499,30,,526,5,0.7469675721782879,2594,0.0,,
500,35,1.0,777,6,0.7173350957134741,6501,0.42857142857142855,1.0,0.42857142857142855
501,40,,579,5,0.5506725012752021,1803,0.0,,
502,45,1.0,1035,7,1.4615752993068685,7663,0.5777777777777777,1.0,0.5777777777777777
503,50,1.0,1095,8,1.6100448280894895,15947,0.54,1.0,0.54
504,60,1.0,1287,7,1.1315099473607633,14454,0.4166666666666667,1.0,0.4166666666666667
505,70,0.696969696969697,1500,5,0.5372888888888889,5006,0.4142857142857143,0.3103448275862069,0.1285714285714286
506,80,0.8541666666666666,1791,5,0.5432903084814231,6318,0.375,0.7666666666666667,0.28750000000000003
507,90,0.75,2043,5,0.5287541547382284,7655,0.5777777777777777,0.40384615384615385,0.2333333333333333
508,100,0.7142857142857143,2161,5,0.5461509948455231,7298,0.4,0.45,0.18000000000000002
509,200,0.7174887892376681,4516,5,0.5995105190402631,17535,0.545,0.42201834862385323,0.23000000000000004
510,300,0.6466876971608833,6405,6,0.5525370560299727,22998,0.47,0.20567375886524822,0.09666666666666665
511,400,0.7146596858638743,8228,7,0.5552455521998352,30337,0.4325,0.3699421965317919,0.16
512,500,0.6833333333333333,10109,6,0.529239088964416,38207,0.484,0.29338842975206614,0.14200000000000002
513,5,,3,1,0.22222222222222224,2,0.0,,
514,10,,50,4,0.4336,238,0.0,,
515,15,,39,3,0.3510848126232741,97,0.0,,
516,20,,65,4,0.4298224852071006,296,0.0,,
517,25,1.0,556,5,0.8898866518296155,2366,0.36,1.0,0.36
518,30,1.0,685,8,1.7997421279769832,11208,0.3,1.0,0.3
519,35,1.0,698,8,1.5978522343823123,14338,0.42857142857142855,1.0,0.42857142857142855
520,40,1.0,829,5,0.8147447547512444,5515,0.575,1.0,0.575
521,45,1.0,992,6,0.946633552289282,7494,0.4888888888888889,1.0,0.4888888888888889
522,50,1.0,1014,8,1.2882456263202737,10595,0.36,1.0,0.36
523,60,1.0,1346,6,0.6686169355461893,9448,0.3333333333333333,1.0,0.3333333333333333
524,70,0.7938144329896907,1605,5,0.5924763928921497,5735,0.5571428571428572,0.48717948717948717,0.2714285714285714
525,80,1.0,1772,6,0.7146953615050268,9806,0.45,1.0,0.45
526,90,0.8677685950413223,1990,5,0.6504191813338048,7825,0.45555555555555555,0.6097560975609756,0.2777777777777778
527,100,1.0,2255,7,0.7102777272481452,12076,0.48,1.0,0.48
528,200,0.6986899563318777,4193,6,0.5096370570714288,14200,0.48,0.28125,0.135
529,300,0.8076923076923077,6567,6,0.5724327902693463,25200,0.47333333333333333,0.5070422535211268,0.24
530,400,0.8007448789571695,8537,6,0.5684872698709853,34099,0.5275,0.4928909952606635,0.25999999999999995
531,500,0.7854330708661418,10303,6,0.5581076437425575,40340,0.434,0.4976958525345622,0.216
532,5,,4,1,0.1875,3,0.0,,
533,10,,39,4,0.735042735042735,241,0.0,,
534,15,,31,3,0.3204994797086368,59,0.0,,
535,20,,3,1,0.22222222222222224,2,0.0,,
536,25,1.0,509,7,2.351233784028933,7324,0.36,1.0,0.36
537,30,1.0,610,6,0.9566675624832035,6390,0.6,1.0,0.6
538,35,1.0,825,6,0.751347658402204,4090,0.42857142857142855,1.0,0.42857142857142855
539,40,0.09523809523809523,889,4,0.43194094551454404,2573,0.475,0.0,0.0
540,45,1.0,982,5,0.6901788195668676,6046,0.4222222222222222,1.0,0.4222222222222222
541,50,0.9814814814814815,1204,5,0.6310215946843853,4447,0.5,0.96,0.48
542,60,1.0,1362,8,1.1487172271924546,9633,0.45,1.0,0.45
543,70,1.0,1395,5,0.7763024627124523,8720,0.4857142857142857,1.0,0.4857142857142857
544,80,0.8296296296296296,1863,4,0.5410581920029826,6351,0.525,0.4523809523809524,0.23750000000000002
545,90,0.8492063492063492,2082,5,0.5087145110046223,6733,0.6444444444444445,0.6724137931034483,0.43333333333333335
546,100,1.0,2193,6,0.7666307151074939,11626,0.47,1.0,0.47
547,200,0.8579881656804734,4477,5,0.5582057930018212,16099,0.365,0.6712328767123288,0.245
548,300,0.774798927613941,6413,5,0.5410729497031469,23906,0.5466666666666666,0.4878048780487805,0.26666666666666666
549,400,0.7932405566600398,8378,5,0.5303872223635194,30166,0.52,0.5,0.26
550,500,0.7655172413793103,10583,6,0.5902879600175318,42469,0.488,0.4426229508196721,0.216
551,5,,5,1,0.16000000000000006,4,0.0,,
552,10,,47,3,0.41104572204617457,112,0.0,,
553,15,,205,10,3.8889708506841165,3298,0.0,,
554,20,,5,3,1.04,15,0.0,,
555,25,1.0,544,9,3.0637131001297577,12441,0.72,1.0,0.72
556,30,,454,5,0.525204253915271,3533,0.0,,
557,35,1.0,758,10,2.7096024115677277,22492,0.2857142857142857,1.0,0.2857142857142857
558,40,1.0,854,8,3.4469461797081102,15983,0.35,1.0,0.35
559,45,1.0,856,6,1.22635028168399,9161,0.6666666666666666,1.0,0.6666666666666666
560,50,1.0,1037,7,1.0200777593551607,9280,0.5,1.0,0.5
561,60,1.0,1348,6,0.7858939279204712,6805,0.5,1.0,0.5
562,70,0.6753246753246753,1557,6,0.6487312153165784,6475,0.4857142857142857,0.2647058823529412,0.12857142857142856
563,80,1.0,1679,5,0.6901581069590688,6912,0.5375,1.0,0.5375
564,90,0.5185185185185185,2165,5,0.5480756737728613,7895,0.5,0.13333333333333333,0.06666666666666667
565,100,1.0,2217,7,1.216459762986998,24881,0.6,1.0,0.6
566,200,0.7550200803212851,4186,6,0.5250845822160142,14779,0.51,0.4019607843137255,0.20500000000000002
567,300,0.7405247813411079,6433,6,0.6143847368693345,25873,0.5033333333333333,0.4105960264900662,0.20666666666666664
568,400,0.7221006564551422,8518,6,0.526676516853307,32184,0.5025,0.3681592039800995,0.18499999999999997
569,500,0.7335423197492164,10210,5,0.5401266834286065,39072,0.532,0.3609022556390977,0.192
570,5,,23,4,1.1947069943289224,159,0.0,,
571,10,,18,4,1.8024691358024691,140,0.0,,
572,15,,10,2,0.29000000000000004,15,0.0,,
573,20,,50,3,0.4275999999999999,187,0.0,,
574,25,1.0,551,11,4.702929173487571,20714,0.48,1.0,0.48
575,30,1.0,729,8,3.93987291157438,12754,0.23333333333333334,1.0,0.23333333333333334
576,35,1.0,745,5,0.6615990270708526,3509,0.3142857142857143,1.0,0.3142857142857143
577,40,1.0,890,8,2.0589079661658882,10435,0.5,1.0,0.5
578,45,1.0,1045,5,0.7165916531214944,4508,0.4444444444444444,1.0,0.4444444444444444
579,50,1.0,1141,8,1.8556043140655711,14960,0.52,1.0,0.52
580,60,1.0,1324,7,1.2658039813437263,13532,0.6666666666666666,1.0,0.6666666666666666
581,70,1.0,1556,5,0.6283476021173533,5771,0.6,1.0,0.6
582,80,0.65625,1901,5,0.6193445626917475,7377,0.325,0.15384615384615385,0.05
583,90,0.7272727272727273,1989,4,0.5543177268844911,7332,0.5222222222222223,0.3617021276595745,0.1888888888888889
584,100,1.0,2131,6,0.6703193302329514,18463,0.51,1.0,0.51
585,200,0.784688995215311,4348,5,0.548583705225848,15866,0.435,0.4827586206896552,0.21000000000000002
586,300,0.7712895377128953,6473,6,0.5911242051231406,25228,0.5266666666666666,0.4050632911392405,0.21333333333333332
587,400,0.704225352112676,8420,5,0.545578111159382,31266,0.5225,0.2966507177033493,0.155
588,500,0.765089722675367,10302,7,0.5961994834243094,40439,0.484,0.4049586776859504,0.19599999999999998
589,5,,21,3,0.5306122448979591,54,0.0,,
590,10,,3,1,0.22222222222222224,2,0.0,,
591,15,,1,0,0.0,0,0.0,,
592,20,1.0,398,10,7.799935607686676,10289,0.4,1.0,0.4
593,25,1.0,553,8,3.38596967388141,9908,0.48,1.0,0.48
594,30,,2,1,0.25,1,0.0,,
595,35,1.0,729,10,4.0010424487384295,19711,0.5428571428571428,1.0,0.5428571428571428
596,40,1.0,794,6,1.380671471806813,5989,0.525,1.0,0.525
597,45,,2,1,0.25,1,0.0,,
598,50,0.6666666666666666,1152,5,0.7381245177469136,4534,0.5,0.24,0.12
599,60,1.0,1368,6,0.6979754454362026,9706,0.5166666666666667,1.0,0.5166666666666667
600,70,0.8902439024390244,1634,5,0.6043773755073116,6375,0.37142857142857144,0.6538461538461539,0.24285714285714285
601,80,1.0,1835,6,0.8059942534282679,8823,0.35,1.0,0.35
602,90,0.9056603773584906,1887,5,0.5979281441733513,7104,0.4888888888888889,0.7727272727272727,0.37777777777777777
603,100,0.7225806451612903,2141,5,0.5211492183152225,7555,0.62,0.3064516129032258,0.19
604,200,0.7161016949152542,4502,6,0.6002965560890949,18469,0.49,0.3163265306122449,0.155
605,300,0.7674418604651163,6390,6,0.5765254297476738,26498,0.4166666666666667,0.44,0.18333333333333335
606,400,0.7514231499051234,8308,5,0.5244793667211493,30644,0.515,0.3640776699029126,0.1875
607,500,0.759515570934256,10112,6,0.5189989894041169,38283,0.492,0.4349593495934959,0.214
608,5,,5,2,0.4,7,0.0,,
609,10,,3,1,0.22222222222222224,2,0.0,,
610,15,,19,2,0.32132963988919666,39,0.0,,
611,20,,288,9,5.43166473765432,8196,0.0,,
612,25,,234,5,1.2414347286142156,1758,0.0,,
613,30,,226,5,0.9093116140653146,1694,0.0,,
614,35,1.0,787,6,1.5181031017051223,6121,0.5142857142857142,1.0,0.5142857142857142
615,40,1.0,888,5,0.7439889213537862,4838,0.4,1.0,0.4
616,45,1.0,1075,5,0.7463978366684695,6327,0.6444444444444445,1.0,0.6444444444444445
617,50,1.0,1129,7,1.0299998195570361,13184,0.54,1.0,0.54
618,60,1.0,1339,5,0.5897437756599426,4872,0.65,1.0,0.65
619,70,0.6444444444444445,1518,5,0.6470131804381675,6088,0.5571428571428572,0.1794871794871795,0.1
620,80,0.7241379310344828,1746,5,0.5605563493844219,6465,0.475,0.3684210526315789,0.175
621,90,0.73,2099,6,0.5856410673110293,8457,0.4666666666666667,0.35714285714285715,0.16666666666666669
622,100,0.8028169014084507,2168,6,0.6845646079846408,8721,0.35,0.6,0.21
623,200,0.7649769585253456,4322,5,0.5508390827168168,15472,0.45,0.43333333333333335,0.195
624,300,0.782258064516129,6220,6,0.5369417965074802,21957,0.5166666666666667,0.4774193548387097,0.2466666666666667
625,400,0.7439293598233996,8395,5,0.572892639731029,33620,0.4725,0.3862433862433862,0.18249999999999997
626,500,0.7071713147410359,10316,6,0.5556984309394293,39453,0.444,0.33783783783783783,0.15
627,5,,15,4,1.1288888888888888,62,0.0,,
628,10,,46,5,1.8657844990548207,312,0.0,,
629,15,,161,5,1.5046487404035336,1758,0.0,,
630,20,,9,2,0.2222222222222222,11,0.0,,
631,25,,315,7,3.430748299319728,5744,0.0,,
632,30,1.0,560,9,2.4721651785714283,10971,0.5333333333333333,1.0,0.5333333333333333
633,35,1.0,695,8,2.1721028932249884,11844,0.2857142857142857,1.0,0.2857142857142857
634,40,1.0,862,5,0.6934892146360108,3317,0.25,1.0,0.25
635,45,1.0,1064,7,0.8747385380745095,13356,0.3333333333333333,1.0,0.3333333333333333
636,50,0.7258064516129032,1149,5,0.5148276663932235,3648,0.52,0.34615384615384615,0.18
637,60,1.0,1366,6,0.5925413032247276,9292,0.43333333333333335,1.0,0.43333333333333335
638,70,1.0,1537,4,0.6059561397901853,6109,0.5285714285714286,1.0,0.5285714285714286
639,80,1.0,1759,5,0.6427950658046767,7691,0.4875,1.0,0.4875
640,90,0.7666666666666667,1987,5,0.5627408553179968,6783,0.5555555555555556,0.44,0.24444444444444446
641,100,0.6804123711340206,2224,5,0.4877333519874748,7039,0.43,0.27906976744186046,0.12
642,200,0.8121212121212121,4233,5,0.621809481920958,16946,0.38,0.5921052631578947,0.22499999999999998
643,300,0.7980769230769231,6444,6,0.5772473809598119,24854,0.45666666666666667,0.5401459854014599,0.24666666666666667
644,400,0.7578740157480315,8477,6,0.635393449350329,34135,0.525,0.4142857142857143,0.21750000000000003
645,500,0.7704081632653061,10301,5,0.548281712210828,39566,0.49,0.4489795918367347,0.22
646,5,,10,2,0.36000000000000004,18,0.0,,
647,10,,15,3,0.5066666666666667,37,0.0,,
648,15,,182,8,3.0350199251298142,3108,0.0,,
649,20,,137,6,1.4617720709680853,1141,0.0,,
650,25,1.0,490,9,5.124952103290297,11623,0.64,1.0,0.64
651,30,0.42857142857142855,652,4,0.4569987579509955,1844,0.3,0.1111111111111111,0.03333333333333333
652,35,1.0,801,8,1.8898567801484103,11190,0.6,1.0,0.6
653,40,1.0,960,7,1.0515234374999998,10422,0.525,1.0,0.525
654,45,1.0,1075,7,1.8136990805840993,11404,0.4888888888888889,1.0,0.4888888888888889
655,50,1.0,1063,6,0.8456108087920997,8805,0.42,1.0,0.42
656,60,1.0,1388,5,0.5125135994817663,4882,0.45,1.0,0.45
657,70,0.9104477611940298,1566,5,0.5404684311739405,5637,0.42857142857142855,0.8,0.34285714285714286
658,80,1.0,1691,5,0.6209903125777021,5894,0.325,1.0,0.325
659,90,0.7857142857142857,2002,4,0.4640913532022424,6840,0.4666666666666667,0.5714285714285714,0.26666666666666666
660,100,0.550561797752809,2229,5,0.5857756990573099,8189,0.47,0.14893617021276595,0.06999999999999999
661,200,0.9045801526717557,4167,6,0.5964320550540261,15648,0.51,0.7549019607843137,0.385
662,300,0.7871621621621622,6494,6,0.6009588913373782,26040,0.42,0.5,0.21
663,400,0.7024952015355086,8264,6,0.5199769975840816,30385,0.5475,0.2922374429223744,0.15999999999999998
664,500,0.7796052631578947,10126,8,0.5551513306425548,38824,0.49,0.4530612244897959,0.222
665,5,,2,1,0.25,1,0.0,,
666,10,,9,2,0.2222222222222222,11,0.0,,
667,15,,113,5,1.1709609209804999,1292,0.0,,
668,20,1.0,457,8,2.2614807827664967,7261,0.1,1.0,0.1
669,25,,239,4,0.6959261917683515,1204,0.0,,
670,30,1.0,684,6,0.8174032180841969,4149,0.6,1.0,0.6
671,35,1.0,760,5,0.8257548476454292,3596,0.5142857142857142,1.0,0.5142857142857142
672,40,1.0,848,5,0.8538611939302242,4473,0.5,1.0,0.5
673,45,1.0,967,7,1.1653179536921086,9275,0.3333333333333333,1.0,0.3333333333333333
674,50,1.0,1072,5,0.8902029614056582,7343,0.4,1.0,0.4
675,60,1.0,1379,7,1.9074325805974948,16727,0.45,1.0,0.45
676,70,1.0,1408,7,1.7101258837487088,21753,0.38571428571428573,1.0,0.38571428571428573
677,80,0.7795275590551181,1673,5,0.6814842391500462,6675,0.6125,0.42857142857142855,0.2625
678,90,0.7037037037037037,1993,5,0.5595797030701284,6543,0.5222222222222223,0.3191489361702128,0.16666666666666669
679,100,1.0,2268,6,0.7009952128999747,12870,0.51,1.0,0.51
680,200,0.7184466019417476,4412,5,0.5247606256406124,15338,0.6,0.275,0.165
681,300,0.7979002624671916,6329,5,0.5538556650884938,23588,0.5166666666666667,0.5032258064516129,0.26
682,400,0.7855787476280834,8310,6,0.5730173583506742,32178,0.5125,0.44878048780487806,0.22999999999999998
683,500,0.7821612349914236,10425,6,0.5999885076111772,41223,0.506,0.4980237154150198,0.252
684,5,,9,2,0.3950617283950617,17,0.0,,
685,10,,13,3,0.5562130177514792,38,0.0,,
686,15,,25,2,0.3104,54,0.0,,
687,20,,245,4,0.6698209079550186,998,0.0,,
