,recombine_in_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
241,0.8888888888888888,0.8432055749128919,11935,6,0.5664839694273319,47517,0.458,0.6069868995633187,0.278
242,0.7777777777777778,0.734472049689441,11883,6,0.5591741562197258,47327,0.522,0.3448275862068966,0.18000000000000002
243,0.6666666666666667,0.759170653907496,11685,7,0.5560387207412375,46492,0.484,0.3760330578512397,0.182
244,0.5555555555555556,0.7418831168831169,11301,6,0.5795186803845612,43747,0.506,0.3715415019762846,0.188
245,0.4444444444444444,0.8243243243243243,11378,5,0.5134135483509961,43265,0.496,0.5282258064516129,0.262
246,0.33333333333333337,0.7439613526570048,11500,6,0.5597414291115312,44836,0.502,0.3665338645418327,0.184
247,0.22222222222222232,0.714548802946593,10736,6,0.5271248828405232,41522,0.504,0.38492063492063494,0.194
248,0.11111111111111116,0.7651632970451011,10833,6,0.5303616823469736,41807,0.472,0.3601694915254237,0.16999999999999998
249,0.0,0.7197549770290965,10709,6,0.5461088409678876,40743,0.55,0.33454545454545453,0.184
250,1.0,0.777602523659306,12341,6,0.546613817475491,48939,0.494,0.4291497975708502,0.212
251,0.8888888888888888,0.6885245901639344,11362,5,0.5228722258307607,41971,0.478,0.28451882845188287,0.136
252,0.7777777777777778,0.739202657807309,11519,6,0.5041160928658457,43045,0.492,0.3617886178861789,0.17800000000000002
253,0.6666666666666667,0.7059773828756059,11469,6,0.5472618965106202,44750,0.524,0.3053435114503817,0.16
254,0.5555555555555556,0.6801541425818882,11294,7,0.5654263878364841,44612,0.472,0.2966101694915254,0.13999999999999999
255,0.4444444444444444,0.6918335901386748,11439,6,0.5724249085337483,46232,0.524,0.2366412213740458,0.12400000000000001
256,0.33333333333333337,0.7849779086892489,11294,6,0.5495206846432217,44635,0.506,0.42292490118577075,0.214
257,0.22222222222222232,0.6768953068592057,10687,5,0.5330309645567883,40040,0.502,0.2868525896414343,0.14400000000000002
258,0.11111111111111116,0.766721044045677,10720,5,0.5373357008103141,39973,0.478,0.401673640167364,0.19199999999999998
259,0.0,0.7311046511627907,10703,6,0.5185946855955332,40216,0.564,0.34397163120567376,0.19399999999999998
260,1.0,0.7544642857142857,12318,6,0.5597647419425702,50121,0.502,0.3426294820717131,0.172
261,0.8888888888888888,0.7133655394524959,12052,6,0.5919155889254761,49416,0.518,0.3127413127413127,0.162
262,0.7777777777777778,0.707635009310987,11721,6,0.5756927220097451,46930,0.506,0.3794466403162055,0.19199999999999998
263,0.6666666666666667,0.7398843930635838,11632,6,0.5495759146494327,45907,0.45,0.4,0.18000000000000002
264,0.5555555555555556,0.735249621785174,11545,7,0.5792405824948078,45558,0.528,0.3371212121212121,0.178
265,0.4444444444444444,0.7586805555555556,10987,6,0.570514766994751,41936,0.444,0.3738738738738739,0.166
266,0.33333333333333337,0.7441860465116279,11365,6,0.5645760548329448,45940,0.506,0.391304347826087,0.198
267,0.22222222222222232,0.8142414860681114,10966,6,0.5700882977241778,44833,0.454,0.4713656387665198,0.214
268,0.11111111111111116,0.7791970802919708,10902,6,0.5760157260355352,43327,0.492,0.508130081300813,0.25
269,0.0,0.7398648648648649,10636,5,0.5242714186324419,39926,0.492,0.37398373983739835,0.184
270,1.0,0.7525622254758418,12281,6,0.5681934596152107,49989,0.544,0.3786764705882353,0.20600000000000002
271,0.8888888888888888,0.6309090909090909,11497,6,0.5477242952503107,44207,0.524,0.22519083969465647,0.118
272,0.7777777777777778,0.7274167987321711,11705,7,0.5209189382807196,44491,0.52,0.3384615384615385,0.17600000000000002
273,0.6666666666666667,0.7454545454545455,11574,6,0.5496220009400594,45428,0.454,0.3832599118942731,0.174
274,0.5555555555555556,0.7406143344709898,11243,5,0.5397453546337379,43553,0.482,0.36929460580912865,0.178
275,0.4444444444444444,0.8089887640449438,11206,6,0.5467854380807252,43787,0.484,0.5082644628099173,0.24599999999999997
