,recombine_in_vector,recombine_in_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1913,0.21052631578947367,0.3157894736842106,0.7771084337349398,1006,4,0.5116102589235957,4028,0.168,0.11904761904761904,0.02
1914,0.21052631578947367,0.26315789473684215,0.8034188034188035,1153,5,0.4706497398468041,4794,0.216,0.14814814814814814,0.032
1915,0.21052631578947367,0.21052631578947367,0.8596491228070176,1313,4,0.4032868340439997,5146,0.228,0.2982456140350877,0.068
1916,0.21052631578947367,0.1578947368421053,0.8603603603603603,1234,4,0.49641833622720916,4892,0.2,0.38,0.07600000000000001
1917,0.21052631578947367,0.10526315789473695,0.7925925925925926,1044,4,0.41335546307306126,4085,0.172,0.3488372093023256,0.06
1918,0.21052631578947367,0.052631578947368474,0.8324607329842932,1199,4,0.4622367402359904,4784,0.184,0.30434782608695654,0.056
1919,0.21052631578947367,0.0,0.8681818181818182,1125,5,0.4657777777777778,4444,0.184,0.3695652173913043,0.06799999999999999
1920,0.1578947368421053,1.0,0.8450704225352113,1843,5,0.48596661003241726,8534,0.224,0.21428571428571427,0.048
1921,0.1578947368421053,0.9473684210526316,0.751412429378531,1338,4,0.47031857109980524,5417,0.208,0.15384615384615385,0.032
1922,0.1578947368421053,0.8947368421052632,0.8348214285714286,1110,4,0.43792224657089523,4184,0.18,0.17777777777777778,0.032
1923,0.1578947368421053,0.8421052631578947,0.819672131147541,1084,4,0.4931067115099196,4518,0.172,0.23255813953488372,0.039999999999999994
1924,0.1578947368421053,0.7894736842105263,0.8391608391608392,1456,5,0.445792703175945,5708,0.228,0.19298245614035087,0.044
1925,0.1578947368421053,0.736842105263158,0.819672131147541,1160,4,0.5740636147443521,5266,0.144,0.3888888888888889,0.055999999999999994
1926,0.1578947368421053,0.6842105263157895,0.8554502369668247,1465,5,0.500001630770306,6485,0.296,0.17567567567567569,0.052
