,contact_rate_host_host,mutant_frac,infected_hosts,Alive,depth
368,0.008363636363636363,0.801980198019802,0.408,True,0.95 original drop
369,0.006909090909090908,0.8353863381858903,0.301,True,0.95 original drop
370,0.005454545454545453,0.9983922829581994,0.191,True,0.95 original drop
371,0.004,0.0,0.0,False,0.95 original drop
372,0.02,0.0,0.0,False,0.95 original drop
373,0.018545454545454542,0.0,0.0,False,0.95 original drop
374,0.01709090909090909,0.0,0.0,False,0.95 original drop
375,0.01563636363636364,0.0,0.0,False,0.95 original drop
376,0.01418181818181818,0.0,0.0,False,0.95 original drop
377,0.012727272727272726,0.0,0.0,False,0.95 original drop
378,0.011272727272727271,0.0,0.0,False,0.95 original drop
379,0.009818181818181818,0.0,0.0,False,0.95 original drop
380,0.008363636363636363,0.8644470868014269,0.483,True,0.95 original drop
381,0.006909090909090908,0.8938547486033519,0.35700000000000004,True,0.95 original drop
382,0.005454545454545453,0.9603960396039604,0.17600000000000002,True,0.95 original drop
383,0.004,0.0,0.0,False,0.95 original drop
384,0.02,0.0,0.0,False,0.90 original drop
385,0.018545454545454542,0.8674501229844219,0.8059999999999999,True,0.90 original drop
386,0.01709090909090909,0.0,0.0,False,0.90 original drop
387,0.01563636363636364,0.8551013625789299,0.7,True,0.90 original drop
388,0.01418181818181818,0.0,0.0,False,0.90 original drop
389,0.012727272727272726,0.0,0.0,False,0.90 original drop
390,0.011272727272727271,1.0,0.01,True,0.90 original drop
391,0.009818181818181818,0.8775,0.528,True,0.90 original drop
392,0.008363636363636363,0.8748551564310545,0.46299999999999997,True,0.90 original drop
393,0.006909090909090908,0.8984962406015038,0.32799999999999996,True,0.90 original drop
394,0.005454545454545453,1.0,0.019,True,0.90 original drop
395,0.004,0.0,0.0,False,0.90 original drop
396,0.02,0.8206616366802091,0.767,True,0.90 original drop
397,0.018545454545454542,0.0,0.0,False,0.90 original drop
398,0.01709090909090909,0.8050847457627118,0.735,True,0.90 original drop
399,0.01563636363636364,0.8109692997585374,0.73,True,0.90 original drop
400,0.01418181818181818,0.0,0.0,False,0.90 original drop
401,0.012727272727272726,0.8288053591365836,0.669,True,0.90 original drop
402,0.011272727272727271,0.8067188219052002,0.608,True,0.90 original drop
403,0.009818181818181818,0.8870202673566192,0.564,True,0.90 original drop
404,0.008363636363636363,0.8141285466126229,0.462,True,0.90 original drop
405,0.006909090909090908,1.0,0.018000000000000002,True,0.90 original drop
406,0.005454545454545453,0.9811046511627908,0.212,True,0.90 original drop
407,0.004,0.0,0.0,False,0.90 original drop
