,mean_inoculum_host,mean_inoculum_vector,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1241,9.052631578947368,9.526315789473685,0.7652173913043478,883,4,0.32253372819162507,2495,0.124,0.12903225806451613,0.016
1242,9.052631578947368,9.052631578947368,0.727810650887574,762,3,0.2998618775015328,1949,0.216,0.14814814814814814,0.032
1243,9.052631578947368,8.578947368421053,0.7692307692307693,948,3,0.30788669016717407,2713,0.232,0.1724137931034483,0.04000000000000001
1244,9.052631578947368,8.105263157894736,0.7395348837209302,915,4,0.3285425064946699,2548,0.244,0.08196721311475409,0.019999999999999997
1245,9.052631578947368,7.631578947368421,0.7407407407407407,948,3,0.2989404742829675,2535,0.164,0.14634146341463414,0.024
1246,9.052631578947368,7.157894736842105,0.796875,938,4,0.32166611353830904,2494,0.16,0.35,0.055999999999999994
1247,9.052631578947368,6.684210526315789,0.6610169491525424,835,4,0.32662913693570944,2141,0.256,0.0625,0.016
1248,9.052631578947368,6.210526315789474,0.8166666666666667,980,3,0.2995168679716784,2614,0.256,0.484375,0.124
1249,9.052631578947368,5.736842105263158,0.7278911564625851,761,3,0.2572381246751542,1628,0.208,0.23076923076923078,0.048
1250,9.052631578947368,5.2631578947368425,0.5974025974025974,826,4,0.324849474406252,2163,0.124,0.0,0.0
1251,9.052631578947368,4.7894736842105265,0.6830985915492958,931,4,0.31973750549459434,2235,0.204,0.11764705882352941,0.023999999999999997
1252,9.052631578947368,4.315789473684211,0.6311475409836066,896,3,0.2989364935427296,2105,0.2,0.1,0.020000000000000004
1253,9.052631578947368,3.8421052631578947,0.7049180327868853,991,4,0.33253061611007645,2516,0.172,0.16279069767441862,0.028
1254,9.052631578947368,3.3684210526315796,1.0,903,4,0.3904249278582895,2595,0.192,1.0,0.192
1255,9.052631578947368,2.8947368421052637,0.5384615384615384,872,4,0.3890863037623095,2227,0.184,0.21739130434782608,0.04
1256,9.052631578947368,2.421052631578948,0.9325842696629213,907,4,0.34612817860351136,2509,0.164,0.8536585365853658,0.14
1257,9.052631578947368,1.9473684210526319,0.2878787878787879,882,4,0.4019158683881716,2330,0.192,0.020833333333333332,0.004
1258,9.052631578947368,1.4736842105263168,0.49137931034482757,875,5,0.3485440000000001,1981,0.252,0.06349206349206349,0.016
1259,9.052631578947368,1.0,0.6222222222222222,821,5,0.6154729460077354,3010,0.132,0.48484848484848486,0.064
1260,8.578947368421053,10.0,0.7904761904761904,745,4,0.29488041079230665,1958,0.136,0.35294117647058826,0.04800000000000001
1261,8.578947368421053,9.526315789473685,0.8088235294117647,946,3,0.28455072878348364,2569,0.136,0.23529411764705882,0.032
1262,8.578947368421053,9.052631578947368,0.7150837988826816,872,3,0.32873390287012877,2414,0.232,0.1206896551724138,0.028000000000000004
1263,8.578947368421053,8.578947368421053,0.7577639751552795,946,3,0.2897657433770321,2460,0.208,0.25,0.052
1264,8.578947368421053,8.105263157894736,0.6052631578947368,807,3,0.30202579965573834,2070,0.188,0.0425531914893617,0.008
1265,8.578947368421053,7.631578947368421,0.7515151515151515,850,3,0.28719861591695495,2103,0.2,0.18,0.036
1266,8.578947368421053,7.157894736842105,0.7265625,984,3,0.29877945502015996,2511,0.168,0.16666666666666666,0.028
1267,8.578947368421053,6.684210526315789,0.7473118279569892,1019,4,0.2950881244576789,2616,0.212,0.11320754716981132,0.024
1268,8.578947368421053,6.210526315789474,0.625,894,3,0.29456255724216635,2239,0.148,0.10810810810810811,0.016
1269,8.578947368421053,5.736842105263158,0.5555555555555556,901,3,0.289583284573436,2105,0.152,0.05263157894736842,0.008
1270,8.578947368421053,5.2631578947368425,0.6595744680851063,936,4,0.3085860453648916,2297,0.156,0.1794871794871795,0.028
1271,8.578947368421053,4.7894736842105265,0.6831683168316832,923,4,0.2915970697088608,2232,0.296,0.13513513513513514,0.04
1272,8.578947368421053,4.315789473684211,0.6231884057971014,802,3,0.25238027126696977,1614,0.124,0.16129032258064516,0.02
1273,8.578947368421053,3.8421052631578947,0.6231884057971014,804,5,0.35781292542263804,1760,0.16,0.35,0.055999999999999994
1274,8.578947368421053,3.3684210526315796,0.7114093959731543,841,4,0.3759976586392113,2192,0.248,0.3064516129032258,0.076
1275,8.578947368421053,2.8947368421052637,0.821917808219178,1013,4,0.3943697383179573,3402,0.184,0.717391304347826,0.13199999999999998
1276,8.578947368421053,2.421052631578948,0.52,924,4,0.34552856955454364,2520,0.124,0.22580645161290322,0.028
1277,8.578947368421053,1.9473684210526319,0.47297297297297297,986,5,0.36495521479207904,2342,0.2,0.22,0.044000000000000004
1278,8.578947368421053,1.4736842105263168,1.0,891,4,0.47738892856737974,2981,0.248,1.0,0.248
1279,8.578947368421053,1.0,0.5866666666666667,768,6,0.6694268120659723,2776,0.204,0.39215686274509803,0.07999999999999999
1280,8.105263157894736,10.0,0.863905325443787,802,3,0.3320688304177213,2322,0.188,0.5106382978723404,0.09599999999999999
1281,8.105263157894736,9.526315789473685,0.7884615384615384,877,3,0.3192546373885265,2417,0.132,0.3333333333333333,0.044
